"X";"index";"id_ensaio";"Local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"data_colheita";"safra";"FO1";"FO2";"FO3";"FO4";"FO5";"FO6";"FO7";"FO8";"FO9";"FS1";"FS2";"FS3";"FS4";"FS5";"FS6";"FS7";"FS8";"FS9";"FS10";"FS11";"ONI";"ONI_C";"ONI_sub"
1208;1215;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";2;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"0.5";"0.8";"0.8";"0.8";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1209;1216;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"Bola Cheia";"chc";2;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1210;1217;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";2;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1211;1218;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"UEM Flor Diniz";"chc";2;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"0.3";"0.3";"0.3";"0.3";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1212;1219;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";3;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1213;1220;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";3;2014-12-16;2015-03-16;"14/15";"0.6";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1214;1221;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";3;2014-12-16;2015-03-16;"14/15";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1215;1222;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IAC Imperador";"chc";3;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1216;1223;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"C10-2-16/8";"chc";3;2014-12-16;2015-03-16;"14/15";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;"0.3";"0.3";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1217;1224;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"Sele<e7><e3>o IV";"chc";3;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"1";"1.5";"1.5";"1.5";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1218;1225;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";3;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"2";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1219;1226;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IAC Mil<ea>nio";"ch";3;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1220;1227;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";3;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"1.5";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1221;1228;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"C10-2-4/41";"chc";3;2014-12-16;2015-03-16;"14/15";"0.6";"0.6";NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1222;1229;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Juriti";"chc";3;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1223;1230;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Madrep<e9>rola";"chc";3;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1224;1231;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";4;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"1.5";"1.5";"1.5";"1.5";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1225;1232;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";4;2014-12-16;2015-03-16;"14/15";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1226;1233;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";4;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1227;1234;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"UEM Flor Diniz";"chc";4;2014-12-16;2015-03-16;"14/15";"0.6";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1228;1235;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";4;2014-12-16;2015-03-16;"14/15";"0.4";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1229;1236;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IAC Mil<ea>nio";"ch";4;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"0.3";"0.3";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1230;1237;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"45/57-7-3-1/4";"chc";4;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"0.3";"0.3";"0.3";"0.3";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1231;1238;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";4;2014-12-16;2015-03-16;"14/15";"0.6";"0.6";NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1232;1239;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";4;2014-12-16;2015-03-16;"14/15";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1233;1240;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"Sele<e7><e3>o IV";"chc";4;2014-12-16;2015-03-16;"14/15";"0.4";"0.4";NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1234;1241;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"45/57-7-3-1/4";"chc";1;2014-12-16;2015-03-16;"14/15";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1235;1242;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Ametista";"chc";1;2014-12-16;2015-03-16;"14/15";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1236;1243;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"PR 10-4-4/24";"p";1;2014-12-16;2015-03-16;"14/15";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1237;1244;"Arapoti_CDEArapoti_13/14_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Quero-quero";"chc";1;2013-12-16;2014-03-16;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1238;1245;"Arapoti_CDEArapoti_13/14_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";1;2013-12-16;2014-03-16;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1239;1246;"Arapoti_CDEArapoti_13/14_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";2;2013-12-16;2014-03-16;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";NA;"0.4";NA;"0.4";NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1240;1247;"Arapoti_CDEArapoti_13/14_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRS Ametista";"chc";2;2013-12-16;2014-03-16;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1241;1248;"Arapoti_CDEArapoti_13/14_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";4;2013-12-16;2014-03-16;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";NA;"0.2";NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1242;1249;"Arapoti_CDEArapoti_13/14_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tuiui<fa>";"p";4;2013-12-16;2014-03-16;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1243;1250;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 5";"chc";1;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1244;1251;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Ametista";"chc";1;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1245;1252;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Not<e1>vel";"chc";1;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1246;1253;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Imperador";"chc";1;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1247;1254;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";1;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1248;1255;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";1;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1249;1256;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";2;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1250;1257;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";2;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1251;1258;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Not<e1>vel";"chc";2;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1252;1259;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Imperador";"chc";2;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1253;1260;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";2;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1254;1261;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Ametista";"chc";2;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1255;1262;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1256;1263;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1257;1264;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Ametista";"chc";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1258;1265;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Not<e1>vel";"chc";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1259;1266;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Imperador";"chc";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1260;1267;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1261;1268;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Campeiro";"p";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1262;1269;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1263;1270;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";3;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1264;1271;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Campeiro";"p";4;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1265;1272;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Gol";"chc";4;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1266;1273;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Ametista";"chc";4;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1267;1274;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Imperador";"chc";4;2013-12-18;2014-03-18;"13/14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
1268;1275;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"PR 10-4-4/24";"p";2;2014-12-15;2015-03-15;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";NA;"2.2";"2.6";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1269;1276;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";2;2014-12-15;2015-03-15;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.6";"0.8";NA;"0.8";"1";NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1270;1277;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";3;2014-12-15;2015-03-15;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"0.2";NA;"0.2";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1271;1278;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR Tangar<e1>";"chc";4;2014-12-15;2015-03-15;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.8";"1";NA;"0.6";"1";NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1272;1279;"Arapoti_CDEArapoti_14/15_nao_com";"CDEArapoti";"Arapoti";"PR";"com";"nao";"PR 10-4-4/24";"p";4;2014-12-15;2015-03-15;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"0.4";NA;"1.4";"1.4";NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1273;1280;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Campeiro";"p";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1274;1281;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Not<e1>vel";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1275;1282;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRSMG Realce";"ra";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";NA;NA;"0.2";"5";"5";"5";"6";NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1276;1283;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3.5";"3.5";"3.5";"3.5";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1277;1284;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IAC Imperador";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.5";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1278;1285;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Juriti";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1279;1286;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1280;1287;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"Sele<e7><e3>o IV";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.5";"0.5";"0.5";"0.5";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1281;1288;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"TAA Gol";"chc";1;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.3";"0.5";"0.5";"1";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1282;1289;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Campeiro";"p";2;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1283;1290;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"PR 10-4-4/24";"p";2;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"2.5";"2.5";"2.5";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1284;1291;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";2;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1285;1292;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRSMG Realce";"ra";2;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.5";NA;NA;"0.7";"6";"7";"7";"8";NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1286;1293;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"IPR Andorinha";"chc";2;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"0.3";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
1287;1294;"Castro_CDE Castro_14/15_nao_com";"CDE Castro";"Castro";"PR";"com";"nao";"BRS Not<e1>vel";"chc";2;2014-12-16;2015-03-16;"14/15";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3.5";"4";"4";"4";NA;NA;NA;NA;NA;NA;NA;0,591666666666667;"El Niño";"ENW"
